amount,tenure,score,group,target
290.54,9.4,75.307,alpha,663.06
340.37,12.4,25.531,alpha,1371.66
542.28,0.6,52.112,alpha,1183.27
578.09,7.8,31.977,alpha,935.15
599.27,4.8,10.644,alpha,1426.77
682.25,4.8,54.42,gamma,658.74
539.72,11.6,72.591,beta,1232.8
597.88,16.2,72.842,alpha,982.94
448.16,3.8,29.192,gamma,1151.64
512.54,15.3,47.058,gamma,403.21
521.51,16.7,74.016,gamma,934.82
543.02,,-4.005,gamma,1184.2
654.51,37.2,-2.092,gamma,984.17
611.03,19.6,31.385,gamma,1313.82
508.84,29.3,14.582,alpha,1305.45
,7.2,31.211,gamma,760.36
513.53,3.5,0.313,alpha,1206.0
494.4,0.6,55.121,alpha,751.83
538.64,20.4,63.891,gamma,1013.5
941.31,43.2,77.102,alpha,1164.03
395.25,10.4,61.558,beta,791.18
584.46,7.1,33.602,beta,1196.73
713.69,12.4,92.842,alpha,873.66
519.6,1.1,69.897,alpha,854.83
967.57,2.9,48.045,beta,1176.66
424.39,9.5,12.754,beta,791.01
564.82,8.0,61.387,gamma,778.29
340.24,32.7,55.089,alpha,1260.29
429.7,8.6,65.166,alpha,1027.14
549.79,4.6,75.924,alpha,636.47
669.26,5.5,90.655,alpha,1213.91
563.82,11.3,94.396,beta,898.35
751.82,1.6,59.32,beta,649.25
481.01,4.4,96.255,beta,373.17
433.57,3.8,90.256,alpha,1225.85
1040.8,30.6,-9.712,alpha,785.02
578.85,4.5,60.138,beta,689.04
356.1,,9.632,beta,1159.85
361.15,2.0,22.471,gamma,1201.45
311.46,6.8,22.725,beta,803.22
687.31,0.4,43.144,gamma,1228.16
427.12,11.6,-8.805,alpha,1513.72
6369.944733657847,13.0,15.938,beta,1336.67
487.3,1.3,-6.797,alpha,1297.76
646.3,0.3,61.561,alpha,1078.53
330.65,4.7,87.822,gamma,889.07
,,99.757,beta,986.03
544.86,23.6,39.341,beta,1110.19
620.19,15.9,18.616,alpha,685.62
566.51,20.0,83.841,alpha,807.65
338.11,23.8,,gamma,643.06
635.5,4.6,97.166,beta,1058.8
351.23,7.3,68.632,gamma,1020.76
395.69,14.4,45.433,beta,836.82
,3.5,0.632,beta,1205.12
760.23,28.4,-7.998,beta,738.85
626.68,11.3,49.899,gamma,827.54
621.0,10.0,35.524,alpha,1195.13
749.44,5.1,82.693,beta,1232.2
1062.53,1.1,60.654,alpha,801.07
158.15,13.2,,beta,1058.01
352.32,14.9,14.861,gamma,805.3
376.76,26.7,42.846,gamma,950.67
329.84,10.2,7.929,beta,1035.96
284.48,12.5,63.371,alpha,1140.09
440.07,14.4,56.63,gamma,1079.39
256.68,10.4,79.108,alpha,1068.29
567.01,5.0,39.448,beta,730.38
510.34,9.6,20.651,gamma,1097.07
596.21,2.4,82.003,alpha,1137.77
601.55,2.3,66.01,beta,1172.23
620.6,33.8,67.738,gamma,820.12
425.32,2.5,48.089,alpha,1228.9
924.23,7.3,86.358,beta,670.69
546.89,,15.056,alpha,892.3
127.5,9.3,,gamma,931.12
299.52,43.4,77.586,beta,684.4
151.9,3.4,4.626,gamma,927.32
503.47,0.5,78.892,beta,1055.37
475.64,5.2,28.785,beta,543.56
406.31,5.3,3.805,beta,901.33
902.19,1.7,-1.294,alpha,562.9
609.8,0.3,82.733,alpha,1510.38
645.22,3.9,,beta,1053.12
,10.4,21.685,beta,1031.46
300.17,0.3,2.8,alpha,1058.02
507.36,5.9,17.196,beta,1151.13
534.6,7.0,13.429,gamma,1244.54
128.74,25.3,70.636,gamma,609.11
463.94,27.0,13.712,gamma,1327.54
,17.3,13.771,beta,1311.46
456.97,5.7,-6.451,beta,983.41
337.32,3.3,55.655,beta,970.32
392.09,4.6,65.788,alpha,224.31
464.63,6.7,61.884,gamma,689.0
518.16,14.6,52.546,beta,1129.71
620.96,10.5,96.268,alpha,1300.15
716.17,0.3,42.001,beta,1182.21
441.13,9.6,84.615,alpha,981.07
408.77,19.2,61.061,beta,1481.47
587.53,29.3,-0.742,alpha,1251.29
622.17,0.8,79.11,alpha,901.54
413.16,63.7,54.283,beta,1545.53
658.08,9.3,61.888,alpha,725.96
695.92,0.9,9.825,gamma,632.04
758.34,15.5,38.124,alpha,894.72
855.66,23.9,86.864,alpha,810.34
326.72,4.3,13.697,gamma,908.77
502.78,3.1,-9.986,gamma,1199.52
502.26,5.1,18.326,alpha,991.51
480.39,11.4,43.63,alpha,997.93
370.15,4.2,80.341,alpha,1014.7
202.89,,60.762,beta,421.92
518.54,5.7,91.097,beta,621.18
346.33,3.8,40.112,beta,903.67
517.2,9.7,32.99,alpha,789.27
341.19,20.1,15.456,alpha,942.05
280.07,6.3,13.987,beta,1351.03
546.86,27.7,70.972,beta,981.39
530.18,12.7,-1.16,alpha,669.46
615.86,7.8,16.698,beta,801.73
937.17,14.5,87.448,beta,1427.64
555.46,20.4,53.461,beta,1383.12
597.02,12.3,-4.875,gamma,1148.97
,1.2,67.468,gamma,609.38
242.62,0.3,45.735,alpha,1076.7
816.57,19.2,83.997,gamma,1095.92
315.3,1.3,65.068,alpha,1006.39
291.21,9.3,-9.511,beta,857.5
492.18,,12.631,gamma,909.34
481.96,29.3,18.376,gamma,840.07
,4.7,,alpha,713.73
439.01,12.0,46.025,alpha,1341.5
745.88,3.4,72.219,alpha,1220.58
338.8,8.9,46.415,alpha,928.77
221.27,0.2,26.012,alpha,1088.04
688.52,3.6,1.403,beta,1097.43
598.46,16.3,,alpha,1585.72
375.9,5.7,34.086,beta,1218.14
183.57,7.5,50.66,gamma,1208.69
351.08,16.0,93.25,beta,1009.5
489.06,,16.369,alpha,891.39
733.13,0.7,63.269,beta,1345.68
292.68,5.7,6.78,beta,1163.07
483.1,12.4,68.513,gamma,792.61
635.03,10.2,-8.753,gamma,1113.47
23.75,19.7,62.151,alpha,1209.35
706.76,35.3,7.954,gamma,476.04
263.51,22.2,9.836,gamma,769.4
566.4,2.8,51.48,alpha,1090.69
549.34,17.6,31.295,beta,518.88
716.92,12.6,41.844,alpha,558.47
610.18,8.2,23.978,beta,932.38
24.54,3.5,94.881,alpha,1122.89
343.04,16.6,21.972,alpha,1134.45
527.64,5.5,49.625,beta,1395.6
461.0,0.0,83.979,alpha,1020.57
595.52,14.5,63.06,alpha,906.84
657.87,3.9,25.505,beta,673.16
621.69,22.3,,beta,903.84
457.15,23.6,-0.871,gamma,1176.88
,1.6,50.026,alpha,1188.18
408.9,19.5,37.453,beta,1066.15
583.27,5.2,73.373,alpha,1136.78
281.91,3.9,83.269,alpha,1319.1
626.25,7.3,11.958,alpha,1018.82
681.68,3.3,-1.031,gamma,1341.83
525.37,3.8,32.961,gamma,818.34
112.76,9.9,48.757,beta,981.68
244.38,6.7,31.448,beta,879.79
877.24,23.9,59.142,gamma,1198.18
390.69,,45.622,beta,746.38
103.17,18.4,,beta,919.56
747.05,5.1,,beta,535.08
502.67,16.2,-0.926,beta,1148.59
720.99,16.7,23.213,beta,1311.7
555.39,23.1,56.648,beta,1227.68
591.71,4.4,18.163,alpha,1203.16
572.6,0.8,19.589,gamma,1209.85
639.5,8.6,27.353,gamma,1174.92
955.49,0.3,72.076,beta,1153.6
694.2,30.3,93.415,gamma,1169.73
,0.8,28.541,alpha,836.08
589.33,8.1,11.504,beta,949.95
728.3,19.6,36.27,gamma,1017.56
740.54,5.0,28.702,gamma,916.07
414.68,17.2,98.903,gamma,608.42
732.99,13.4,41.026,gamma,691.25
685.55,1.8,64.721,beta,1057.49
1014.5,13.8,90.517,beta,1226.44
350.0,,59.197,beta,1002.34
398.52,4.8,17.432,gamma,1691.21
438.78,12.9,56.815,gamma,770.06
401.96,25.1,34.206,beta,1111.24
322.0,23.4,36.458,alpha,1322.8
52.54,17.1,97.726,gamma,1266.42
413.06,12.0,20.645,alpha,1163.77
573.87,12.8,41.583,beta,1267.56
401.36,13.9,7.585,alpha,1013.85
887.08,8.3,9.64,alpha,1415.72
502.68,12.8,56.383,alpha,1320.79
7316.9772455810535,1.6,72.612,alpha,786.94
552.28,20.5,60.011,alpha,1080.39
665.28,3.3,26.221,alpha,613.18
555.85,6.0,-3.442,gamma,1380.45
773.76,36.5,41.729,gamma,1056.06
,10.9,45.47,alpha,1337.19
599.22,2.3,74.772,beta,972.66
573.27,0.2,60.432,gamma,535.93
442.34,1.5,85.838,gamma,1659.34
,2.1,76.128,gamma,1032.77
946.88,8.1,30.247,beta,749.95
445.92,8.7,59.544,alpha,1286.44
583.89,5.7,72.202,alpha,1508.96
751.56,6.5,95.257,gamma,949.39
728.05,33.1,36.459,alpha,975.19
502.34,12.9,61.311,beta,1059.51
23.32,7.9,33.193,beta,722.26
603.34,3.8,71.161,gamma,827.33
56.11,2.1,,gamma,1445.48
793.99,2.0,91.115,beta,966.95
533.89,12.3,7.28,beta,790.61
699.93,1.0,12.451,beta,886.99
319.58,11.2,73.042,gamma,1268.21
189.5,22.8,59.411,alpha,506.03
552.15,4.9,89.562,gamma,1063.66
493.28,76.0,24.518,gamma,1615.55
401.69,4.9,83.282,alpha,1507.77
516.93,5.9,65.215,alpha,1143.3
1053.49,54.9,11.5,beta,1329.11
666.91,5.6,,gamma,1326.71
709.9,6.6,67.3,beta,968.54
668.79,17.6,7.431,alpha,1231.2
795.89,20.7,77.376,beta,1447.15
461.99,15.2,51.28,beta,684.06
89.05,9.5,42.455,gamma,1144.16
462.28,2.6,20.308,beta,1090.37
662.35,1.5,98.223,alpha,1025.79
306.04,0.3,69.438,alpha,1003.66
464.73,10.9,75.587,alpha,1057.92
361.65,18.2,74.558,alpha,1078.89
800.41,10.4,54.242,beta,1279.65
649.89,1.1,93.367,alpha,1119.13
630.31,2.8,54.22,alpha,955.53
,5.2,47.205,gamma,790.02
9810.19719480295,1.4,20.108,beta,881.89
539.51,,20.991,gamma,1065.29
262.96,14.1,71.057,beta,823.48
62.71,24.9,26.824,alpha,1236.47
530.02,28.4,70.158,gamma,1107.51
564.8,27.1,94.798,beta,1285.88
741.85,1.2,38.324,gamma,840.3
814.27,34.2,0.706,alpha,792.23
814.0,13.1,63.32,gamma,1284.01
300.4,41.1,,gamma,1032.49
429.55,1.2,76.57,alpha,949.37
596.07,1.9,47.822,gamma,1174.67
1006.38,51.5,43.871,gamma,1165.36
796.02,12.6,52.639,gamma,686.06
723.88,16.8,46.805,alpha,1346.16
422.44,20.4,25.615,gamma,897.4
323.36,,20.966,gamma,1425.0
657.78,3.4,35.683,beta,666.61
279.87,0.1,88.44,beta,1079.35
452.31,51.0,4.891,alpha,953.59
477.04,6.6,25.724,beta,506.19
818.58,0.6,11.153,gamma,1164.55
429.06,0.1,36.985,gamma,519.02
12.15,3.3,4.685,alpha,927.08
600.89,2.9,73.688,alpha,1276.07
,27.1,1.381,alpha,867.49
508.53,0.9,63.179,beta,774.07
482.66,,19.448,alpha,1200.09
6673.8765481609225,5.4,41.941,gamma,937.62
658.07,0.9,11.999,gamma,898.74
193.43,3.1,70.325,alpha,1318.75
396.6,25.5,94.31,gamma,708.18
636.81,2.5,14.392,gamma,885.1
377.18,7.5,94.847,gamma,1216.61
178.24,26.3,25.78,gamma,692.01
633.71,6.8,51.363,beta,1443.84
724.62,56.9,,gamma,945.79
491.0,13.2,11.92,alpha,1218.63
107.83,7.2,38.924,gamma,1218.11
641.19,19.8,-2.539,beta,961.93
168.02,7.6,66.676,gamma,880.25
561.76,7.5,35.828,gamma,989.26
322.51,9.8,88.081,beta,1178.17
268.03,5.0,20.139,alpha,753.39
411.62,8.6,91.596,alpha,699.19
463.34,17.2,5.514,gamma,1371.05
371.16,16.2,56.766,gamma,816.29
617.74,0.5,23.859,beta,1088.52
410.79,6.7,9.996,gamma,949.45
696.04,2.9,0.333,gamma,960.53
556.23,3.1,62.121,beta,1357.6
360.49,6.9,15.648,gamma,978.71
326.81,14.8,53.01,gamma,910.79
,3.3,97.736,beta,932.57
558.15,3.1,24.756,alpha,874.14
429.08,19.6,-6.156,gamma,832.48
25.56,3.0,5.71,beta,875.14
392.86,4.7,3.125,beta,1415.8
319.79,3.9,40.961,gamma,1177.87
815.14,2.2,71.912,gamma,913.7
159.44,18.2,22.609,alpha,1245.41
211.73,52.4,6.043,gamma,603.2
721.99,1.4,60.484,alpha,1343.92
,4.7,23.13,beta,1323.79
351.0,,53.269,gamma,1559.08
,2.3,92.717,alpha,1252.89
,8.7,22.048,alpha,1109.31
34.58,27.1,46.374,gamma,1322.79
127.76,0.6,78.749,beta,843.55
443.85,23.9,66.089,gamma,901.15
809.98,4.7,72.663,beta,983.94
412.85,26.9,74.983,beta,1342.22
520.19,5.6,49.391,beta,786.03
726.76,3.4,48.967,gamma,759.48
921.38,0.4,,beta,1059.13
384.63,0.1,66.741,beta,1179.38
,15.5,63.706,beta,824.23
864.41,28.1,32.035,beta,1167.6
195.56,7.3,81.14,beta,1342.1
705.52,10.6,15.982,beta,1300.12
296.34,0.3,7.131,gamma,1088.32
520.49,19.3,27.968,alpha,977.35
451.48,8.0,17.921,beta,1433.91
308.4,32.4,62.95,beta,1003.85
303.38,11.6,15.412,gamma,1235.09
555.28,7.3,62.214,beta,1489.57
699.11,0.1,46.455,beta,1208.82
474.05,23.4,6.77,alpha,750.73
514.02,12.5,18.424,beta,690.24
614.23,12.0,47.39,alpha,925.59
305.68,26.5,70.642,alpha,1177.37
647.94,2.3,33.808,gamma,1111.2
663.87,20.8,15.612,beta,1551.77
1020.73,1.1,22.459,gamma,1108.76
424.78,0.7,0.463,alpha,918.14
408.38,28.1,-7.234,gamma,716.66
653.79,,97.044,beta,1295.11
663.82,1.8,0.605,alpha,998.48
392.98,3.6,3.738,beta,623.47
419.37,5.1,85.806,gamma,1005.57
608.23,23.6,62.986,gamma,751.07
334.48,21.6,37.968,alpha,893.59
417.89,4.5,61.393,gamma,1001.55
517.92,17.8,92.848,alpha,773.71
699.19,0.4,0.932,alpha,878.09
379.08,3.2,16.808,gamma,813.97
131.52,8.7,84.633,beta,820.68
116.68,7.7,75.87,beta,747.99
248.12,6.6,99.368,gamma,879.31
237.37,1.8,24.53,gamma,776.33
469.08,19.7,93.938,gamma,1146.65
262.22,2.8,27.806,alpha,1050.2
359.45,19.0,68.66,gamma,1298.68
345.18,16.3,87.102,alpha,1471.68
411.9,6.0,8.786,gamma,1169.33
8254.432346135953,8.6,12.62,beta,1112.4
632.39,7.3,53.905,beta,1185.08
503.23,57.1,82.821,alpha,1116.65
407.79,6.8,-1.316,gamma,1012.55
413.35,28.0,83.597,alpha,992.67
565.55,18.7,27.743,beta,744.58
616.83,13.2,34.685,alpha,1209.73
318.48,,27.385,gamma,992.18
507.3,6.3,90.263,alpha,1362.38
93.68,29.5,4.387,gamma,1228.78
542.34,16.6,53.17,gamma,843.51
652.43,25.4,6.292,beta,1311.67
443.99,5.8,92.145,alpha,359.81
863.31,0.2,77.772,alpha,1482.56
323.75,22.8,15.72,beta,665.39
543.49,8.4,22.756,beta,1123.78
,3.6,31.967,beta,1106.85
479.94,7.3,34.596,alpha,1280.93
477.14,4.9,,beta,917.83
521.42,2.8,52.099,alpha,463.62
669.59,,37.074,beta,918.18
775.55,2.4,69.139,alpha,945.21
499.55,35.9,40.365,beta,487.7
,2.0,4.106,beta,1011.34
,10.7,1.824,gamma,731.04
653.19,22.7,25.855,beta,1162.27
347.6,16.9,56.316,alpha,938.48
718.13,6.1,4.833,alpha,1490.27
942.13,15.7,50.515,gamma,935.96
475.58,6.1,19.657,gamma,1107.6
61.49,4.9,66.495,alpha,946.73
390.39,4.1,-6.891,gamma,594.18
746.38,2.0,41.593,beta,948.82
610.62,9.0,-4.251,alpha,1188.35
549.78,11.3,26.356,beta,1150.5
701.73,7.3,-8.287,gamma,926.68
596.89,3.2,41.601,alpha,635.81
743.55,3.0,74.372,gamma,1161.11
683.88,0.1,1.024,alpha,1104.87
804.34,12.6,70.874,gamma,1210.85
571.76,34.8,54.261,alpha,931.47
681.05,14.5,45.507,alpha,578.91
438.57,21.8,55.943,alpha,1133.44
379.71,3.8,26.949,gamma,997.71
,12.0,68.137,beta,1347.92
543.24,0.1,,gamma,1007.18
660.98,9.8,75.605,alpha,988.63
524.75,36.7,,gamma,1104.31
382.7,5.8,61.93,gamma,850.77
502.2,6.0,6.291,beta,838.72
787.2,7.6,44.496,gamma,975.53
611.05,16.4,-9.711,alpha,769.9
157.71,1.5,11.295,alpha,942.73
456.95,11.8,59.491,alpha,1484.89
856.46,21.2,86.18,alpha,1260.66
,6.3,-4.607,gamma,1077.01
139.9,9.1,,beta,1387.92
878.61,26.8,60.045,beta,793.78
636.48,10.9,92.563,gamma,1622.61
486.0,1.5,62.066,gamma,884.87
,14.8,1.334,beta,1500.95
716.47,3.0,6.142,beta,1499.85
391.6,9.6,59.934,alpha,561.69
729.65,12.2,13.718,gamma,1366.77
608.44,,92.114,gamma,929.02
548.94,3.3,91.276,beta,858.01
529.1,29.6,94.352,beta,1131.16
465.01,12.5,22.225,gamma,748.02
709.13,8.7,68.864,beta,1125.5
326.93,4.9,62.932,beta,764.8
175.61,26.7,,gamma,1044.27
622.89,10.3,19.212,beta,1333.84
626.25,39.8,12.744,gamma,1096.63
596.05,6.7,30.789,alpha,910.05
581.55,20.8,94.836,beta,1135.35
435.89,17.3,83.016,beta,648.38
657.5,8.5,22.277,alpha,790.28
490.89,12.3,48.303,gamma,892.43
402.58,30.8,11.149,beta,1196.71
437.62,2.6,20.518,gamma,1101.45
904.13,0.2,-2.85,alpha,1133.79
153.0,6.9,60.687,beta,993.15
599.96,2.0,62.261,beta,802.98
164.18,2.6,82.235,beta,1372.03
478.35,31.4,85.871,alpha,825.55
413.27,6.5,7.607,alpha,1104.76
82.99,2.1,71.735,beta,971.97
577.81,10.8,4.818,alpha,1140.75
423.99,0.0,31.109,gamma,848.63
80.16,3.5,46.709,beta,1263.17
667.91,6.2,-4.558,gamma,1344.57
787.0,12.7,7.244,alpha,1247.83
,26.5,19.823,gamma,1039.41
571.79,0.3,4.03,beta,891.22
509.21,6.8,92.751,alpha,1705.53
765.63,2.0,21.715,gamma,752.09
836.48,15.2,45.129,alpha,1220.31
726.71,9.1,99.619,alpha,1083.2
311.69,4.6,52.331,beta,984.37
540.27,2.1,35.265,gamma,1046.29
587.9,12.5,92.277,alpha,872.45
138.08,5.7,14.475,beta,1106.76
593.87,16.3,9.745,alpha,1079.21
,9.5,48.89,alpha,1669.41
627.99,4.9,37.003,gamma,1267.71
794.68,24.1,77.668,alpha,1128.97
536.58,12.4,-5.379,beta,1143.89
,16.4,57.95,beta,1459.88
576.25,8.9,68.175,alpha,757.39
,11.0,96.911,gamma,954.32
307.24,10.6,,beta,523.22
753.26,6.4,17.087,beta,1139.69
774.47,4.3,,gamma,1212.04
301.78,25.0,59.369,beta,751.1
693.6,4.7,-5.815,gamma,1358.77
482.61,1.5,-1.492,alpha,820.28
567.96,6.2,76.398,alpha,914.38
592.04,12.1,52.422,alpha,1029.89
698.87,20.4,52.196,beta,1398.55
516.54,9.6,86.785,gamma,785.45
782.03,16.7,16.521,gamma,1072.81
561.88,25.8,7.647,beta,1193.71
624.84,20.0,57.519,alpha,1142.12
333.35,4.7,87.067,beta,1151.35
931.73,21.9,19.178,beta,1190.38
593.96,,64.942,beta,861.32
642.6,3.7,6.762,gamma,1421.94
,3.1,8.91,beta,972.21
335.46,26.0,89.166,gamma,939.04
747.58,12.8,2.976,beta,1336.91
,8.0,-7.322,alpha,842.36
117.24,20.7,75.243,alpha,1080.07
707.66,0.5,29.876,gamma,819.29
391.24,1.5,33.632,beta,1629.81
782.26,19.0,77.984,alpha,1577.16
482.43,12.0,9.793,alpha,972.44
540.94,0.5,61.536,alpha,1129.96
735.79,0.7,24.488,gamma,1001.3
320.5,,1.47,alpha,912.85
301.43,4.0,65.625,alpha,1029.91
460.7,5.4,25.053,beta,989.85
665.43,21.2,85.326,beta,619.83
233.82,14.5,91.094,alpha,1065.76
166.39,12.2,83.396,alpha,989.43
664.74,15.0,25.459,gamma,1078.05
379.4,7.4,16.024,alpha,980.62
7585.3280593173295,7.4,,gamma,909.92
128.64,23.4,39.824,beta,1218.73
364.2,0.5,67.851,alpha,1133.28
,13.5,80.988,alpha,1349.01
,1.9,20.546,gamma,1123.68
345.75,12.8,3.101,beta,950.6
831.48,1.0,58.731,gamma,1154.19
363.09,56.1,54.921,gamma,504.85
363.38,19.9,19.722,alpha,1525.92
807.47,1.8,54.318,alpha,1068.6
542.29,10.2,76.939,gamma,1546.11
5982.130678089304,46.9,28.501,alpha,782.66
468.97,4.8,16.655,gamma,720.59
770.61,14.3,69.75,alpha,1091.46
,53.0,76.446,gamma,1090.63
336.64,14.7,94.972,gamma,1084.56
491.51,3.6,6.234,beta,1046.46
518.03,16.4,,gamma,842.97
302.75,11.6,,gamma,628.66
488.86,1.5,67.209,gamma,1070.79
501.06,4.5,24.436,gamma,679.35
728.04,0.9,-7.559,beta,655.75
741.49,2.8,45.831,alpha,904.84
434.16,5.8,21.435,gamma,1107.66
457.21,0.5,21.88,alpha,1496.94
632.86,10.3,91.985,beta,1244.81
382.96,3.0,6.827,beta,1358.3
617.73,9.9,92.766,beta,1163.42
482.42,14.2,45.419,beta,1091.71
306.12,9.3,82.211,beta,1626.45
308.63,10.4,21.195,alpha,669.29
789.41,2.4,59.731,gamma,896.69
468.72,50.6,51.225,alpha,916.21
828.07,4.5,91.658,beta,1223.39
397.27,3.6,9.723,gamma,755.31
558.24,27.2,12.503,beta,1190.86
978.54,16.2,94.386,gamma,1144.91
288.52,1.9,0.776,beta,1203.34
120.44,0.7,59.815,alpha,1198.81
757.32,4.6,-3.338,gamma,1384.58
334.64,46.2,-1.531,alpha,987.7
495.86,18.8,55.686,gamma,1132.54
382.82,8.5,50.65,alpha,815.86
,0.2,53.033,gamma,758.8
309.89,5.1,42.102,alpha,1441.21
464.01,4.3,71.66,gamma,796.97
589.96,35.0,99.141,beta,1160.33
298.34,0.3,20.336,alpha,1132.76
359.98,0.2,25.578,alpha,1293.75
430.52,13.2,25.535,alpha,585.45
214.24,1.6,73.96,gamma,1222.8
415.49,5.8,28.282,beta,985.49
523.76,1.2,64.441,alpha,850.02
420.09,2.4,39.048,alpha,937.3
445.72,5.0,56.859,alpha,1259.19
496.02,11.1,81.192,alpha,1182.81
368.85,16.3,46.546,gamma,968.02
638.21,,42.269,beta,715.22
787.2,0.3,19.367,beta,732.86
407.12,6.0,46.75,alpha,1188.26
597.04,2.2,18.865,beta,680.56
452.08,2.3,82.793,beta,970.46
573.1,7.6,32.775,alpha,1670.27
813.16,16.0,4.202,beta,1114.89
601.73,3.0,16.396,beta,1185.56
145.32,18.3,48.804,gamma,734.74
590.8,16.2,90.792,beta,693.17
746.57,31.1,23.062,alpha,1198.96
455.68,23.6,19.082,gamma,929.41
699.13,8.6,34.722,beta,1293.41
5302.193924890797,2.6,96.453,beta,1035.78
202.89,13.7,82.974,gamma,1889.09
,36.6,6.463,gamma,881.92
148.7,24.5,57.513,alpha,1097.28
452.05,4.6,77.105,beta,801.46
757.37,43.5,74.481,alpha,1283.02
118.05,3.2,43.773,gamma,1135.13
244.1,9.2,70.501,alpha,784.7
293.59,7.7,54.195,gamma,945.68
487.34,23.4,12.159,alpha,1367.96
426.86,7.1,-3.834,beta,1337.93
779.83,15.9,30.645,alpha,671.4
690.87,5.8,-3.187,gamma,908.51
599.05,2.5,33.451,beta,1480.35
529.13,19.2,81.177,beta,983.21
578.65,8.9,82.872,beta,1070.86
327.6,19.5,-6.252,alpha,1281.73
671.44,9.1,-2.351,beta,691.96
277.59,5.0,63.685,gamma,790.08
667.08,5.8,45.0,beta,944.08
737.23,55.8,6.429,alpha,1326.16
542.17,25.7,78.608,gamma,1279.94
464.76,23.1,13.815,beta,1204.94
580.06,17.5,-1.404,alpha,990.21
72.3,2.2,72.446,alpha,1307.39
560.45,12.4,56.894,alpha,986.84
477.33,8.4,33.389,alpha,1169.49
489.87,11.3,66.2,gamma,1253.01
641.31,6.3,,alpha,1449.21
485.05,24.1,-6.24,alpha,1010.92
271.96,16.5,,alpha,934.35
471.72,12.1,13.998,alpha,1348.77
513.51,5.7,42.155,alpha,1367.96
522.99,7.5,36.638,beta,889.16
532.38,,32.898,alpha,748.74
707.87,0.0,10.939,gamma,1329.76
282.79,8.5,78.291,beta,614.57
535.14,16.2,31.747,alpha,601.8
757.99,19.5,87.592,beta,957.93
153.08,6.5,29.014,alpha,1025.61
535.93,5.9,82.368,gamma,735.01
,45.9,49.891,beta,1055.47
425.86,2.2,32.419,gamma,1066.62
319.04,7.5,67.444,beta,879.9
466.09,7.6,76.532,alpha,1508.37
868.25,12.5,43.096,alpha,1107.44
247.11,10.4,36.796,beta,1282.12
266.08,10.4,53.516,gamma,635.95
239.61,5.6,54.368,beta,633.79
845.48,17.1,36.803,gamma,1115.02
407.53,19.5,73.343,beta,1463.71
494.87,18.8,33.969,alpha,747.52
419.44,7.4,39.83,beta,1035.84
311.12,10.9,56.585,alpha,691.23
452.97,3.2,98.553,gamma,820.34
991.65,,18.675,alpha,1048.28
778.41,10.9,15.515,beta,876.85
329.41,7.0,9.458,beta,673.62
629.51,40.4,65.839,beta,668.02
333.7,3.6,39.4,beta,528.5
144.73,0.6,32.747,gamma,1119.15
703.9,38.0,12.45,gamma,1149.4
732.02,23.4,,alpha,1148.14
709.21,1.7,38.749,gamma,772.71
,6.6,56.846,gamma,1251.49
466.64,2.1,2.378,gamma,1176.69
649.95,10.5,1.877,gamma,1001.82
578.3,2.0,-2.591,gamma,960.79
421.27,11.6,30.408,alpha,837.72
176.19,4.4,42.018,gamma,1048.04
522.78,31.8,16.904,gamma,1404.31
715.8,7.3,28.465,alpha,1284.46
260.48,11.8,-9.311,gamma,935.95
627.75,4.2,28.62,gamma,1134.66
566.31,7.6,3.109,beta,724.64
650.03,0.6,4.122,gamma,1182.52
674.4,4.0,-9.504,alpha,792.29
361.11,10.1,66.602,gamma,1172.56
176.61,3.5,92.441,gamma,1742.27
393.3,,58.37,alpha,857.5
677.83,0.4,0.582,beta,1730.7
391.6,5.9,98.861,beta,1122.66
361.19,24.4,97.314,alpha,812.59
135.73,14.9,41.506,gamma,801.14
850.53,41.0,1.866,beta,1591.24
,14.8,69.281,alpha,1123.25
653.98,5.5,95.762,beta,858.46
693.55,23.1,75.657,alpha,949.13
615.34,16.9,58.662,alpha,1107.69
451.13,7.7,57.192,gamma,997.82
467.25,60.5,97.571,gamma,1086.47
414.49,36.6,-1.957,alpha,1443.4
1026.95,1.5,6.451,alpha,718.01
611.18,37.6,81.389,gamma,1161.16
407.24,9.8,5.962,beta,981.78
593.1,12.1,32.163,alpha,875.24
297.83,17.2,20.965,gamma,1268.04
800.9,2.1,16.779,alpha,634.64
367.79,8.9,-7.171,alpha,408.39
,2.2,52.288,beta,1056.13
713.2,6.8,,gamma,965.46
,1.2,50.675,beta,661.79
518.89,7.4,23.496,beta,572.36
502.16,2.5,93.561,alpha,1482.66
488.71,8.6,55.048,beta,1115.75
384.66,12.7,95.733,gamma,1004.91
410.1,,28.501,beta,1548.81
795.92,11.0,-9.748,alpha,1255.52
478.29,13.1,75.939,gamma,1442.32
342.84,0.2,81.012,alpha,705.01
396.74,11.5,-3.543,gamma,695.65
720.07,6.5,58.791,gamma,1154.27
635.12,10.7,62.712,alpha,1103.62
612.07,3.2,6.031,alpha,1312.42
448.5,6.5,50.778,beta,592.3
614.67,25.5,16.752,gamma,1175.9
371.29,11.5,-8.19,beta,1247.32
448.08,19.9,85.36,alpha,1234.04
693.96,8.4,44.086,gamma,898.33
674.86,1.7,75.987,alpha,1129.65
303.62,0.0,69.518,gamma,806.09
,8.2,99.308,gamma,926.76
521.74,10.0,38.175,beta,739.27
845.23,4.6,37.031,alpha,810.33
116.89,9.5,,gamma,939.76
