amount,tenure,score,group,target,outlier
376.76,1.9,74.951,gamma,723.74,0
261.13,11.5,11.673,beta,773.62,0
287.11,8.4,43.3885,beta,848.2,0
134.32,0.5,-5.976,alpha,1350.34,1
645.97,8.4,88.741,beta,1269.17,0
861.78,3.9,80.201,alpha,730.03,0
6609.70820864072,11.9,47.685,beta,1013.35,1
174.78,32.3,67.637,gamma,899.35,1
644.97,6.4,1.431,gamma,961.22,0
784.42,7.0,82.973,beta,865.99,0
408.64,4.8,68.679,gamma,1351.42,0
520.29,2.9,3.196,beta,995.27,0
98.42,28.8,97.876,gamma,1054.04,1
553.35,3.6,-7.522,beta,1056.06,0
9979.441067444905,31.7,43.3885,beta,743.06,1
539.93,4.9,8.893,beta,1027.14,0
187.76,73.6,69.118,beta,1265.58,1
608.57,4.2,-2.255,beta,1368.17,0
704.9,2.2,-1.079,gamma,713.05,0
343.36,47.4,41.292,alpha,620.35,1
272.62,15.9,99.341,alpha,1015.53,1
68.8,17.0,43.3885,beta,1277.3,0
446.72,40.6,57.378,beta,1089.9,1
383.68,11.6,47.046,beta,1170.07,0
189.8,3.7,82.633,alpha,659.94,0
590.6,7.4,21.745,gamma,857.0,0
410.01,1.9,51.044,beta,450.97,0
284.85,11.2,94.569,beta,964.38,0
389.09,6.8,26.584,gamma,458.95,0
714.26,1.6,38.335,beta,1333.17,0
620.59,7.0,87.769,alpha,1388.71,0
473.99,3.2,26.575,gamma,1035.16,0
623.82,18.2,31.874,beta,621.86,0
267.82,7.1,23.453,gamma,1093.93,0
506.47,13.6,79.048,beta,1464.78,0
515.645,11.1,92.343,alpha,1118.93,0
406.03,3.0,59.421,beta,1296.25,0
587.09,25.7,58.599,gamma,878.71,0
343.91,2.0,32.9,gamma,782.2,0
601.96,4.2,-8.627,alpha,982.28,0
610.37,0.3,9.133,gamma,518.32,0
83.43,12.3,6.218,gamma,1566.02,1
738.06,1.9,2.747,beta,1034.91,0
109.53,16.7,61.945,alpha,1216.69,0
501.44,5.2,4.998,beta,884.62,0
705.07,4.7,-0.58,beta,614.23,0
436.54,0.9,32.084,alpha,1356.45,0
206.76,23.7,17.392,gamma,718.97,0
281.25,44.2,6.045,beta,1087.21,1
705.38,4.2,6.074,alpha,1110.77,0
115.7,4.8,18.183,beta,1018.49,0
725.8,10.9,49.053,gamma,803.85,0
488.98,8.5,73.391,beta,962.59,0
261.52,31.6,83.805,beta,762.49,1
383.38,10.5,72.656,alpha,1202.29,0
296.56,39.5,59.103,alpha,1142.89,1
673.25,24.1,89.839,gamma,994.65,0
646.49,6.7,47.171,gamma,857.91,0
156.17,6.5,59.669,alpha,1526.83,0
419.28,16.9,35.278,beta,674.48,0
327.36,7.7,26.012,gamma,613.85,0
758.7,9.3,26.488,gamma,979.5,0
5399.298449381628,0.2,6.315,beta,935.49,1
820.85,7.7,77.626,gamma,1274.4,0
493.34,20.8,-3.91,alpha,1161.53,0
267.61,1.9,64.215,alpha,1007.38,0
364.55,19.2,85.091,beta,1125.08,0
339.68,5.5,44.717,alpha,1120.54,0
245.08,4.5,-2.278,gamma,1525.89,0
518.97,8.4,37.126,beta,1063.34,0
254.42,17.1,27.755,beta,829.73,0
63.93,6.0,98.409,beta,1049.63,1
424.06,6.8,66.039,gamma,345.33,0
139.43,10.9,69.35,alpha,991.84,0
349.57,38.5,46.741,beta,1273.25,1
318.18,4.2,68.036,beta,1150.55,0
325.76,2.6,69.483,alpha,1074.64,0
900.19,10.7,-2.701,gamma,1162.31,1
511.28,7.1,14.487,gamma,1275.81,0
515.645,5.4,-8.574,alpha,1356.31,0
144.72,17.0,46.079,gamma,1111.86,0
369.21,11.5,86.338,gamma,920.97,0
543.06,2.2,57.051,gamma,421.62,0
295.09,45.0,45.023,beta,1244.54,1
681.61,18.2,91.856,alpha,1128.8,0
259.46,1.5,8.944,alpha,1038.16,0
515.645,18.0,-1.794,alpha,827.99,0
515.645,8.2,90.904,alpha,1241.29,0
532.86,16.9,89.306,beta,935.69,0
371.9,8.8,65.127,alpha,991.39,0
492.29,3.7,17.058,gamma,986.0,0
452.77,27.9,96.674,beta,1112.46,1
353.12,17.8,74.188,beta,712.84,0
597.02,25.3,64.128,alpha,1140.64,0
547.68,6.4,14.52,beta,819.78,0
482.28,1.5,46.44,gamma,828.55,0
501.44,4.6,80.483,beta,1221.31,0
659.31,17.2,84.629,gamma,751.24,0
452.83,8.3,51.757,alpha,1220.86,0
438.66,6.7,47.507,alpha,1025.34,0
501.44,8.4,66.745,beta,587.93,0
839.32,34.7,48.107,gamma,1341.12,1
231.93,7.8,35.945,gamma,1077.56,0
653.97,20.6,-0.604,gamma,1098.53,0
121.37,1.5,3.865,alpha,1251.81,1
543.45,6.8,73.63,alpha,1374.81,0
815.02,0.2,-7.287,beta,1050.26,1
597.73,1.5,-4.246,gamma,1154.32,0
534.13,7.7,89.511,gamma,1092.8,0
387.91,9.3,67.44,alpha,914.28,0
506.21,34.9,-9.537,beta,604.14,1
6473.663510493734,8.4,24.325,beta,1053.73,1
342.8,0.0,73.965,gamma,1344.73,0
442.02,2.3,35.936,alpha,1145.83,0
539.68,28.8,41.568,gamma,733.14,0
346.56,65.1,40.468,gamma,1274.38,1
338.74,15.7,12.235,alpha,922.63,0
227.95,21.6,69.353,gamma,476.99,0
578.15,12.4,1.331,beta,1254.48,0
609.06,15.1,45.798,gamma,763.65,0
546.33,21.1,8.695,alpha,1445.18,0
693.03,5.6,-4.881,gamma,1286.94,0
517.57,3.7,5.757,alpha,943.05,0
578.4,4.9,85.627,alpha,1114.84,0
501.44,8.4,9.376,beta,1605.98,0
9318.494658201078,3.1,20.621,beta,1250.0,1
515.645,34.8,5.19,alpha,1059.55,1
942.83,5.3,70.91,alpha,1722.29,0
501.44,0.6,38.999,beta,1029.4,0
366.82,29.8,93.8,alpha,1145.45,1
586.8,18.2,63.076,alpha,765.95,0
550.37,28.4,48.453,alpha,581.32,0
219.04,8.2,62.229,gamma,928.05,0
724.54,5.2,44.434,gamma,1009.6,0
481.16,20.4,43.3885,beta,1082.32,0
277.81,10.0,95.207,gamma,645.06,0
737.76,8.2,20.375,alpha,1165.17,0
625.14,7.7,59.113,alpha,792.4,0
247.09,6.4,12.211,beta,1152.18,0
855.44,0.0,50.222,gamma,1233.73,0
631.76,4.8,74.787,beta,901.12,0
497.96,14.1,93.38,gamma,759.05,0
818.04,0.2,27.314,beta,1385.91,0
531.86,7.5,66.286,alpha,1218.23,0
494.38,8.6,68.807,gamma,1037.99,0
367.94,0.6,14.326,beta,1367.11,0
616.37,13.5,59.194,gamma,1020.82,0
595.32,37.4,62.096,gamma,844.87,1
502.94,31.8,74.048,gamma,749.57,0
342.0,2.3,99.994,gamma,973.05,0
525.99,1.2,44.434,gamma,1192.93,0
486.04,16.5,12.254,beta,1347.44,0
233.31,41.5,5.959,alpha,1005.88,1
205.64,0.3,6.988,beta,1303.28,1
613.03,4.7,39.967,alpha,946.43,0
20.38,2.4,86.639,alpha,804.6,1
541.08,5.0,39.36,beta,673.42,0
404.38,16.1,63.533,beta,873.44,0
7045.882160342206,0.7,31.415,beta,682.84,1
401.31,9.6,25.163,beta,1502.38,0
631.9,1.3,81.766,gamma,1109.82,0
420.62,0.1,62.11,alpha,976.1,0
522.75,1.7,28.598,beta,1430.5,0
647.37,0.5,90.558,alpha,674.43,0
407.49,14.1,44.836,gamma,965.71,0
699.31,3.8,10.71,beta,1499.92,0
501.44,5.5,43.154,beta,963.99,0
558.92,4.4,64.217,beta,1611.7,0
684.53,3.7,30.382,gamma,1196.4,0
632.01,25.9,82.816,beta,1326.48,0
883.29,8.3,48.646,gamma,1333.72,0
347.31,8.3,41.454,alpha,1000.4,0
224.17,9.6,84.458,gamma,877.95,0
301.13,1.7,40.921,gamma,971.14,0
515.645,6.5,35.585,alpha,753.27,0
599.58,12.1,1.409,alpha,983.51,0
520.45,13.0,29.874,gamma,998.9,0
275.41,4.6,33.675,beta,1422.31,0
653.37,1.4,9.868,gamma,1148.32,0
255.06,6.5,54.661,alpha,1590.65,0
731.79,26.0,5.823,beta,460.11,0
1071.49,12.9,14.606,gamma,695.74,1
573.29,4.6,51.72,gamma,911.16,0
616.62,53.6,19.588,beta,1373.12,1
515.645,11.3,60.364,alpha,972.61,0
7283.114558754677,47.5,65.956,beta,633.04,1
379.46,7.7,23.142,beta,938.72,0
281.42,2.2,-0.387,gamma,700.6,0
210.6,4.2,43.84,gamma,651.59,0
844.47,19.7,0.219,gamma,1499.71,1
554.57,9.9,46.676,alpha,912.1,0
575.94,8.4,43.3885,beta,1043.29,0
438.2,26.2,58.236,beta,976.76,0
465.43,3.5,39.309,beta,937.13,0
492.29,22.4,94.044,gamma,789.83,0
492.29,0.6,1.192,gamma,922.34,0
606.14,15.7,86.8,alpha,1084.31,0
460.8,0.5,78.014,gamma,1354.66,0
431.57,11.7,36.171,gamma,1236.86,0
218.62,7.7,6.815,gamma,695.23,0
104.45,29.2,7.145,beta,1247.13,1
447.69,6.7,91.399,gamma,1118.86,0
511.3,28.9,15.708,beta,843.82,0
242.77,8.6,86.153,gamma,1045.52,0
493.11,0.8,45.362,gamma,1143.07,0
510.75,3.1,40.791,gamma,1011.76,0
68.8,7.2,58.146,beta,1120.06,0
316.98,34.3,13.654,alpha,784.26,1
501.44,3.3,37.121,beta,1498.21,0
577.41,24.0,93.233,gamma,517.68,0
269.27,13.5,16.208,beta,1144.46,0
531.69,20.8,91.374,gamma,1091.69,0
704.48,8.5,99.363,beta,1160.74,1
501.44,3.1,-4.29,beta,822.91,0
480.94,4.1,48.452,alpha,1292.3,0
406.4,8.4,8.9,beta,973.0,0
374.13,19.4,58.389,alpha,703.45,0
593.56,11.4,98.85,beta,726.3,0
539.02,29.5,88.657,gamma,1031.18,1
625.88,0.1,91.733,gamma,600.87,0
526.37,1.1,13.468,alpha,1450.13,0
663.75,8.0,49.655,beta,1262.23,0
518.92,3.5,15.831,alpha,1456.71,0
656.94,16.0,88.937,alpha,1430.36,0
674.16,6.5,11.027,gamma,912.02,0
339.09,22.3,43.3885,beta,782.67,0
138.37,16.8,-8.662,alpha,330.56,1
808.7,30.4,10.014,alpha,898.44,1
515.645,1.5,10.874,alpha,1441.41,0
157.1,5.8,-1.476,beta,793.04,1
357.24,2.0,85.452,alpha,947.52,0
654.37,14.4,75.8,beta,861.36,0
444.06,2.4,17.993,beta,1093.75,0
397.59,8.5,76.158,beta,1321.52,0
780.18,15.6,36.438,alpha,615.2,0
290.54,9.4,75.307,alpha,663.06,0
340.37,12.4,25.531,alpha,1371.66,0
542.28,0.6,52.112,alpha,1183.27,0
578.09,7.8,31.977,alpha,935.15,0
599.27,4.8,10.644,alpha,1426.77,0
682.25,4.8,54.42,gamma,658.74,0
539.72,11.6,72.591,beta,1232.8,0
597.88,16.2,72.842,alpha,982.94,0
448.16,3.8,29.192,gamma,1151.64,0
512.54,15.3,47.058,gamma,403.21,0
521.51,16.7,74.016,gamma,934.82,0
543.02,7.7,-4.005,gamma,1184.2,0
654.51,37.2,-2.092,gamma,984.17,1
611.03,19.6,31.385,gamma,1313.82,0
508.84,29.3,14.582,alpha,1305.45,0
492.29,7.2,31.211,gamma,760.36,0
513.53,3.5,0.313,alpha,1206.0,0
494.4,0.6,55.121,alpha,751.83,0
538.64,20.4,63.891,gamma,1013.5,0
941.31,43.2,77.102,alpha,1164.03,1
395.25,10.4,61.558,beta,791.18,0
584.46,7.1,33.602,beta,1196.73,0
713.69,12.4,92.842,alpha,873.66,0
519.6,1.1,69.897,alpha,854.83,0
967.57,2.9,48.045,beta,1176.66,0
424.39,9.5,12.754,beta,791.01,0
564.82,8.0,61.387,gamma,778.29,0
340.24,32.7,55.089,alpha,1260.29,0
429.7,8.6,65.166,alpha,1027.14,0
549.79,4.6,75.924,alpha,636.47,0
669.26,5.5,90.655,alpha,1213.91,0
563.82,11.3,94.396,beta,898.35,0
751.82,1.6,59.32,beta,649.25,0
481.01,4.4,96.255,beta,373.17,0
433.57,3.8,90.256,alpha,1225.85,0
1040.8,30.6,-9.712,alpha,785.02,1
578.85,4.5,60.138,beta,689.04,0
356.1,8.4,9.632,beta,1159.85,0
361.15,2.0,22.471,gamma,1201.45,0
311.46,6.8,22.725,beta,803.22,0
687.31,0.4,43.144,gamma,1228.16,0
427.12,11.6,-8.805,alpha,1513.72,1
6369.944733657847,13.0,15.938,beta,1336.67,1
487.3,1.3,-6.797,alpha,1297.76,0
646.3,0.3,61.561,alpha,1078.53,0
330.65,4.7,87.822,gamma,889.07,0
501.44,8.4,99.757,beta,986.03,0
544.86,23.6,39.341,beta,1110.19,0
620.19,15.9,18.616,alpha,685.62,0
566.51,20.0,83.841,alpha,807.65,0
338.11,23.8,44.434,gamma,643.06,0
635.5,4.6,97.166,beta,1058.8,0
351.23,7.3,68.632,gamma,1020.76,0
395.69,14.4,45.433,beta,836.82,0
501.44,3.5,0.632,beta,1205.12,0
760.23,28.4,-7.998,beta,738.85,1
626.68,11.3,49.899,gamma,827.54,0
621.0,10.0,35.524,alpha,1195.13,0
749.44,5.1,82.693,beta,1232.2,0
1062.53,1.1,60.654,alpha,801.07,1
158.15,13.2,43.3885,beta,1058.01,0
352.32,14.9,14.861,gamma,805.3,0
376.76,26.7,42.846,gamma,950.67,0
329.84,10.2,7.929,beta,1035.96,0
284.48,12.5,63.371,alpha,1140.09,0
440.07,14.4,56.63,gamma,1079.39,0
256.68,10.4,79.108,alpha,1068.29,0
567.01,5.0,39.448,beta,730.38,0
510.34,9.6,20.651,gamma,1097.07,0
596.21,2.4,82.003,alpha,1137.77,0
601.55,2.3,66.01,beta,1172.23,0
620.6,33.8,67.738,gamma,820.12,1
425.32,2.5,48.089,alpha,1228.9,0
924.23,7.3,86.358,beta,670.69,0
546.89,8.2,15.056,alpha,892.3,0
127.5,9.3,44.434,gamma,931.12,0
299.52,43.4,77.586,beta,684.4,1
151.9,3.4,4.626,gamma,927.32,0
503.47,0.5,78.892,beta,1055.37,0
475.64,5.2,28.785,beta,543.56,0
406.31,5.3,3.805,beta,901.33,0
902.19,1.7,-1.294,alpha,562.9,1
609.8,0.3,82.733,alpha,1510.38,0
645.22,3.9,43.3885,beta,1053.12,0
501.44,10.4,21.685,beta,1031.46,0
300.17,0.3,2.8,alpha,1058.02,0
507.36,5.9,17.196,beta,1151.13,0
534.6,7.0,13.429,gamma,1244.54,0
128.74,25.3,70.636,gamma,609.11,1
463.94,27.0,13.712,gamma,1327.54,0
501.44,17.3,13.771,beta,1311.46,0
456.97,5.7,-6.451,beta,983.41,0
337.32,3.3,55.655,beta,970.32,0
392.09,4.6,65.788,alpha,224.31,0
464.63,6.7,61.884,gamma,689.0,0
518.16,14.6,52.546,beta,1129.71,0
620.96,10.5,96.268,alpha,1300.15,0
716.17,0.3,42.001,beta,1182.21,0
441.13,9.6,84.615,alpha,981.07,0
408.77,19.2,61.061,beta,1481.47,0
587.53,29.3,-0.742,alpha,1251.29,1
622.17,0.8,79.11,alpha,901.54,0
413.16,63.7,54.283,beta,1545.53,1
658.08,9.3,61.888,alpha,725.96,0
695.92,0.9,9.825,gamma,632.04,0
758.34,15.5,38.124,alpha,894.72,0
855.66,23.9,86.864,alpha,810.34,1
326.72,4.3,13.697,gamma,908.77,0
502.78,3.1,-9.986,gamma,1199.52,0
502.26,5.1,18.326,alpha,991.51,0
480.39,11.4,43.63,alpha,997.93,0
370.15,4.2,80.341,alpha,1014.7,0
202.89,8.4,60.762,beta,421.92,0
518.54,5.7,91.097,beta,621.18,0
346.33,3.8,40.112,beta,903.67,0
517.2,9.7,32.99,alpha,789.27,0
341.19,20.1,15.456,alpha,942.05,0
280.07,6.3,13.987,beta,1351.03,0
546.86,27.7,70.972,beta,981.39,0
530.18,12.7,-1.16,alpha,669.46,0
615.86,7.8,16.698,beta,801.73,0
937.17,14.5,87.448,beta,1427.64,1
555.46,20.4,53.461,beta,1383.12,0
597.02,12.3,-4.875,gamma,1148.97,0
492.29,1.2,67.468,gamma,609.38,0
242.62,0.3,45.735,alpha,1076.7,0
816.57,19.2,83.997,gamma,1095.92,0
315.3,1.3,65.068,alpha,1006.39,0
291.21,9.3,-9.511,beta,857.5,1
492.18,7.7,12.631,gamma,909.34,0
481.96,29.3,18.376,gamma,840.07,0
515.645,4.7,50.267,alpha,713.73,0
439.01,12.0,46.025,alpha,1341.5,0
745.88,3.4,72.219,alpha,1220.58,0
338.8,8.9,46.415,alpha,928.77,0
221.27,0.2,26.012,alpha,1088.04,0
688.52,3.6,1.403,beta,1097.43,0
598.46,16.3,50.267,alpha,1585.72,0
375.9,5.7,34.086,beta,1218.14,0
183.57,7.5,50.66,gamma,1208.69,0
351.08,16.0,93.25,beta,1009.5,0
489.06,8.2,16.369,alpha,891.39,0
733.13,0.7,63.269,beta,1345.68,0
292.68,5.7,6.78,beta,1163.07,0
483.1,12.4,68.513,gamma,792.61,0
635.03,10.2,-8.753,gamma,1113.47,0
23.75,19.7,62.151,alpha,1209.35,1
706.76,35.3,7.954,gamma,476.04,1
263.51,22.2,9.836,gamma,769.4,0
566.4,2.8,51.48,alpha,1090.69,0
549.34,17.6,31.295,beta,518.88,0
716.92,12.6,41.844,alpha,558.47,0
610.18,8.2,23.978,beta,932.38,0
24.54,3.5,94.881,alpha,1122.89,1
343.04,16.6,21.972,alpha,1134.45,0
527.64,5.5,49.625,beta,1395.6,0
461.0,0.0,83.979,alpha,1020.57,0
595.52,14.5,63.06,alpha,906.84,0
657.87,3.9,25.505,beta,673.16,0
621.69,22.3,43.3885,beta,903.84,0
457.15,23.6,-0.871,gamma,1176.88,0
515.645,1.6,50.026,alpha,1188.18,0
408.9,19.5,37.453,beta,1066.15,0
583.27,5.2,73.373,alpha,1136.78,0
281.91,3.9,83.269,alpha,1319.1,0
626.25,7.3,11.958,alpha,1018.82,0
681.68,3.3,-1.031,gamma,1341.83,0
525.37,3.8,32.961,gamma,818.34,0
112.76,9.9,48.757,beta,981.68,0
244.38,6.7,31.448,beta,879.79,0
877.24,23.9,59.142,gamma,1198.18,1
390.69,8.4,45.622,beta,746.38,0
103.17,18.4,43.3885,beta,919.56,0
747.05,5.1,43.3885,beta,535.08,0
502.67,16.2,-0.926,beta,1148.59,0
720.99,16.7,23.213,beta,1311.7,0
555.39,23.1,56.648,beta,1227.68,0
591.71,4.4,18.163,alpha,1203.16,0
572.6,0.8,19.589,gamma,1209.85,0
639.5,8.6,27.353,gamma,1174.92,0
955.49,0.3,72.076,beta,1153.6,1
694.2,30.3,93.415,gamma,1169.73,1
515.645,0.8,28.541,alpha,836.08,0
589.33,8.1,11.504,beta,949.95,0
728.3,19.6,36.27,gamma,1017.56,0
740.54,5.0,28.702,gamma,916.07,0
414.68,17.2,98.903,gamma,608.42,1
732.99,13.4,41.026,gamma,691.25,0
685.55,1.8,64.721,beta,1057.49,0
1014.5,13.8,90.517,beta,1226.44,1
350.0,8.4,59.197,beta,1002.34,0
398.52,4.8,17.432,gamma,1691.21,0
438.78,12.9,56.815,gamma,770.06,0
401.96,25.1,34.206,beta,1111.24,0
322.0,23.4,36.458,alpha,1322.8,0
52.54,17.1,97.726,gamma,1266.42,1
413.06,12.0,20.645,alpha,1163.77,0
573.87,12.8,41.583,beta,1267.56,0
401.36,13.9,7.585,alpha,1013.85,0
887.08,8.3,9.64,alpha,1415.72,0
502.68,12.8,56.383,alpha,1320.79,0
7316.977245581053,1.6,72.612,alpha,786.94,1
552.28,20.5,60.011,alpha,1080.39,0
665.28,3.3,26.221,alpha,613.18,0
555.85,6.0,-3.442,gamma,1380.45,0
773.76,36.5,41.729,gamma,1056.06,1
515.645,10.9,45.47,alpha,1337.19,0
599.22,2.3,74.772,beta,972.66,0
573.27,0.2,60.432,gamma,535.93,0
442.34,1.5,85.838,gamma,1659.34,0
492.29,2.1,76.128,gamma,1032.77,0
946.88,8.1,30.247,beta,749.95,0
445.92,8.7,59.544,alpha,1286.44,0
583.89,5.7,72.202,alpha,1508.96,0
751.56,6.5,95.257,gamma,949.39,0
728.05,33.1,36.459,alpha,975.19,1
502.34,12.9,61.311,beta,1059.51,0
23.32,7.9,33.193,beta,722.26,0
603.34,3.8,71.161,gamma,827.33,0
56.11,2.1,44.434,gamma,1445.48,0
793.99,2.0,91.115,beta,966.95,0
533.89,12.3,7.28,beta,790.61,0
699.93,1.0,12.451,beta,886.99,0
319.58,11.2,73.042,gamma,1268.21,0
189.5,22.8,59.411,alpha,506.03,0
552.15,4.9,89.562,gamma,1063.66,0
493.28,76.0,24.518,gamma,1615.55,1
401.69,4.9,83.282,alpha,1507.77,0
516.93,5.9,65.215,alpha,1143.3,0
1053.49,54.9,11.5,beta,1329.11,1
666.91,5.6,44.434,gamma,1326.71,0
709.9,6.6,67.3,beta,968.54,0
668.79,17.6,7.431,alpha,1231.2,0
795.89,20.7,77.376,beta,1447.15,0
461.99,15.2,51.28,beta,684.06,0
89.05,9.5,42.455,gamma,1144.16,0
462.28,2.6,20.308,beta,1090.37,0
662.35,1.5,98.223,alpha,1025.79,0
306.04,0.3,69.438,alpha,1003.66,0
464.73,10.9,75.587,alpha,1057.92,0
361.65,18.2,74.558,alpha,1078.89,0
800.41,10.4,54.242,beta,1279.65,0
649.89,1.1,93.367,alpha,1119.13,0
630.31,2.8,54.22,alpha,955.53,0
492.29,5.2,47.205,gamma,790.02,0
9810.19719480295,1.4,20.108,beta,881.89,1
539.51,7.7,20.991,gamma,1065.29,0
262.96,14.1,71.057,beta,823.48,0
62.71,24.9,26.824,alpha,1236.47,1
530.02,28.4,70.158,gamma,1107.51,0
564.8,27.1,94.798,beta,1285.88,1
741.85,1.2,38.324,gamma,840.3,0
814.27,34.2,0.706,alpha,792.23,1
814.0,13.1,63.32,gamma,1284.01,0
300.4,41.1,44.434,gamma,1032.49,1
429.55,1.2,76.57,alpha,949.37,0
596.07,1.9,47.822,gamma,1174.67,0
1006.38,51.5,43.871,gamma,1165.36,1
796.02,12.6,52.639,gamma,686.06,0
723.88,16.8,46.805,alpha,1346.16,0
422.44,20.4,25.615,gamma,897.4,0
323.36,7.7,20.966,gamma,1425.0,0
657.78,3.4,35.683,beta,666.61,0
279.87,0.1,88.44,beta,1079.35,0
452.31,51.0,4.891,alpha,953.59,1
477.04,6.6,25.724,beta,506.19,0
818.58,0.6,11.153,gamma,1164.55,0
429.06,0.1,36.985,gamma,519.02,0
12.15,3.3,4.685,alpha,927.08,1
600.89,2.9,73.688,alpha,1276.07,0
515.645,27.1,1.381,alpha,867.49,0
508.53,0.9,63.179,beta,774.07,0
482.66,8.2,19.448,alpha,1200.09,0
6673.8765481609225,5.4,41.941,gamma,937.62,1
658.07,0.9,11.999,gamma,898.74,0
193.43,3.1,70.325,alpha,1318.75,0
396.6,25.5,94.31,gamma,708.18,1
636.81,2.5,14.392,gamma,885.1,0
377.18,7.5,94.847,gamma,1216.61,0
178.24,26.3,25.78,gamma,692.01,1
633.71,6.8,51.363,beta,1443.84,0
724.62,56.9,44.434,gamma,945.79,1
491.0,13.2,11.92,alpha,1218.63,0
107.83,7.2,38.924,gamma,1218.11,0
641.19,19.8,-2.539,beta,961.93,0
168.02,7.6,66.676,gamma,880.25,0
561.76,7.5,35.828,gamma,989.26,0
322.51,9.8,88.081,beta,1178.17,0
268.03,5.0,20.139,alpha,753.39,0
411.62,8.6,91.596,alpha,699.19,0
463.34,17.2,5.514,gamma,1371.05,0
371.16,16.2,56.766,gamma,816.29,0
617.74,0.5,23.859,beta,1088.52,0
410.79,6.7,9.996,gamma,949.45,0
696.04,2.9,0.333,gamma,960.53,0
556.23,3.1,62.121,beta,1357.6,0
360.49,6.9,15.648,gamma,978.71,0
326.81,14.8,53.01,gamma,910.79,0
501.44,3.3,97.736,beta,932.57,0
558.15,3.1,24.756,alpha,874.14,0
429.08,19.6,-6.156,gamma,832.48,0
25.56,3.0,5.71,beta,875.14,1
392.86,4.7,3.125,beta,1415.8,0
319.79,3.9,40.961,gamma,1177.87,0
815.14,2.2,71.912,gamma,913.7,0
159.44,18.2,22.609,alpha,1245.41,0
211.73,52.4,6.043,gamma,603.2,1
721.99,1.4,60.484,alpha,1343.92,0
501.44,4.7,23.13,beta,1323.79,0
351.0,7.7,53.269,gamma,1559.08,0
515.645,2.3,92.717,alpha,1252.89,0
515.645,8.7,22.048,alpha,1109.31,0
34.58,27.1,46.374,gamma,1322.79,1
127.76,0.6,78.749,beta,843.55,0
443.85,23.9,66.089,gamma,901.15,0
809.98,4.7,72.663,beta,983.94,0
412.85,26.9,74.983,beta,1342.22,0
520.19,5.6,49.391,beta,786.03,0
726.76,3.4,48.967,gamma,759.48,0
921.38,0.4,43.3885,beta,1059.13,0
384.63,0.1,66.741,beta,1179.38,0
501.44,15.5,63.706,beta,824.23,0
864.41,28.1,32.035,beta,1167.6,1
195.56,7.3,81.14,beta,1342.1,0
705.52,10.6,15.982,beta,1300.12,0
296.34,0.3,7.131,gamma,1088.32,0
520.49,19.3,27.968,alpha,977.35,0
451.48,8.0,17.921,beta,1433.91,0
308.4,32.4,62.95,beta,1003.85,1
303.38,11.6,15.412,gamma,1235.09,0
555.28,7.3,62.214,beta,1489.57,0
699.11,0.1,46.455,beta,1208.82,0
474.05,23.4,6.77,alpha,750.73,0
514.02,12.5,18.424,beta,690.24,0
614.23,12.0,47.39,alpha,925.59,0
305.68,26.5,70.642,alpha,1177.37,0
647.94,2.3,33.808,gamma,1111.2,0
663.87,20.8,15.612,beta,1551.77,0
1020.73,1.1,22.459,gamma,1108.76,1
424.78,0.7,0.463,alpha,918.14,0
408.38,28.1,-7.234,gamma,716.66,1
653.79,8.4,97.044,beta,1295.11,0
663.82,1.8,0.605,alpha,998.48,0
392.98,3.6,3.738,beta,623.47,0
419.37,5.1,85.806,gamma,1005.57,0
608.23,23.6,62.986,gamma,751.07,0
334.48,21.6,37.968,alpha,893.59,0
417.89,4.5,61.393,gamma,1001.55,0
517.92,17.8,92.848,alpha,773.71,0
699.19,0.4,0.932,alpha,878.09,0
379.08,3.2,16.808,gamma,813.97,0
131.52,8.7,84.633,beta,820.68,0
116.68,7.7,75.87,beta,747.99,0
248.12,6.6,99.368,gamma,879.31,1
237.37,1.8,24.53,gamma,776.33,0
469.08,19.7,93.938,gamma,1146.65,0
262.22,2.8,27.806,alpha,1050.2,0
359.45,19.0,68.66,gamma,1298.68,0
345.18,16.3,87.102,alpha,1471.68,0
411.9,6.0,8.786,gamma,1169.33,0
8254.432346135953,8.6,12.62,beta,1112.4,1
632.39,7.3,53.905,beta,1185.08,0
503.23,57.1,82.821,alpha,1116.65,1
407.79,6.8,-1.316,gamma,1012.55,0
413.35,28.0,83.597,alpha,992.67,0
565.55,18.7,27.743,beta,744.58,0
616.83,13.2,34.685,alpha,1209.73,0
318.48,7.7,27.385,gamma,992.18,0
507.3,6.3,90.263,alpha,1362.38,0
93.68,29.5,4.387,gamma,1228.78,1
542.34,16.6,53.17,gamma,843.51,0
652.43,25.4,6.292,beta,1311.67,0
443.99,5.8,92.145,alpha,359.81,0
863.31,0.2,77.772,alpha,1482.56,1
323.75,22.8,15.72,beta,665.39,0
543.49,8.4,22.756,beta,1123.78,0
501.44,3.6,31.967,beta,1106.85,0
479.94,7.3,34.596,alpha,1280.93,0
477.14,4.9,43.3885,beta,917.83,0
521.42,2.8,52.099,alpha,463.62,0
669.59,8.4,37.074,beta,918.18,0
775.55,2.4,69.139,alpha,945.21,0
499.55,35.9,40.365,beta,487.7,0
501.44,2.0,4.106,beta,1011.34,0
492.29,10.7,1.824,gamma,731.04,0
653.19,22.7,25.855,beta,1162.27,0
347.6,16.9,56.316,alpha,938.48,0
718.13,6.1,4.833,alpha,1490.27,0
942.13,15.7,50.515,gamma,935.96,1
475.58,6.1,19.657,gamma,1107.6,0
